Investor,Avg_Investment,Total_Investment,Num_Deals,Unique_Startups,Avg_Year,Cluster
Milind Chaudhary,1.72,1.72,1,1,2016.0,4
Krishna Rokhale,0.86,0.86,1,1,2016.0,4
Mahindra Univeg,0.0,0.0,1,1,2016.0,4
Viraj Tyagi & Others,1.72,3.44,2,1,2015.5,4
Naveen Arya,17.15,17.15,1,1,2016.0,4
Tarun Joshi,17.15,17.15,1,1,2016.0,4
SeedPlus,20.905,41.81,2,2,2016.0,4
TransGlobal FZC,25.73,25.73,1,1,2016.0,4
Pravin Gandhi,8.58,8.58,1,1,2016.0,4
Elevate Sports,18.009999999999998,36.02,2,1,2015.5,4
Narayan Seshadri,128.66,128.66,1,1,2016.0,4
Radhakrishnan Natarajan & Others,0.0,0.0,1,1,2016.0,4
Nitin Passi,4.29,4.29,1,1,2016.0,4
Arun Venkatachalam,0.0,0.0,2,2,2015.5,4
Badal Malick,0.445,0.89,2,2,2016.0,4
Virendra Patel,3.86,3.86,1,1,2016.0,4
Karan Bhagat,0.0,0.0,1,1,2016.0,4
ByteDance,214.42,214.42,1,1,2016.0,4
Mayank Shah,8.58,8.58,1,1,2016.0,4
Vishnu Bhat,0.0,0.0,1,1,2016.0,4
Rajiv Lunkad,0.0,0.0,1,1,2016.0,4
Naresh Ravindranath,0.0,0.0,1,1,2016.0,4
Boman Irani,0.0,0.0,1,1,2016.0,4
Dhruv Chitgopekar,0.0,0.0,1,1,2016.0,4
Prantik Dasgupta,0.0,0.0,1,1,2016.0,4
Hemant Sahni,2.57,2.57,1,1,2016.0,4
Newbie Promoters,1.29,1.29,1,1,2016.0,4
Next Orbit Ventures Fund,6.43,6.43,1,1,2016.0,4
Mobikon,0.0,0.0,1,1,2016.0,4
KAE capital,19.973571428571432,559.2600000000001,28,24,2016.4,1
Swastika Company Ltd,1.148,5.74,5,5,2016.0,4
Lalit Vase,0.86,0.86,1,1,2016.0,4
hooting Starts Sports LLP,8.58,8.58,1,1,2016.0,4
Eureka Forbes Ltd,6.0,6.0,1,1,2016.0,4
Hero MotoCorp,231.58,231.58,1,1,2016.0,4
Ajay Nanavati,0.0,0.0,1,1,2016.0,4
Afsal Salu,0.0,0.0,2,2,2015.5,4
Michael Herzig,6.43,6.43,1,1,2016.0,4
Ashish Lakhanpal,6.43,6.43,1,1,2016.0,4
Pradeep Dhobale,0.0,0.0,1,1,2016.0,4
Amit Choudhary,0.0,0.0,2,2,2016.0,4
Grasshoppers,0.0,0.0,1,1,2016.0,4
Anita Dongre,0.0,0.0,1,1,2016.0,4
Milind Sarwate,0.0,0.0,1,1,2016.0,4
William Bissel,6.433333333333334,19.3,3,3,2015.3333333333333,4
Susquehanna International Group. Wavemaker Partners,68.62,68.62,1,1,2016.0,4
Sailender Solanki,2.7,2.7,1,1,2016.0,4
Rajiv Solanki,2.7,2.7,1,1,2016.0,4
CareerNet Consulting Pvt. Ltd,5.75,5.75,1,1,2016.0,4
Ideation Initiative Pvt. Ltd,5.75,5.75,1,1,2016.0,4
Chan Zuckerberg Initiative,428.85,428.85,1,1,2016.0,4
Ravi Linganuri,0.0,0.0,1,1,2016.0,4
Dr. Rameshwar Kumar,1.29,1.29,1,1,2016.0,4
Amit Nagar,3.86,3.86,1,1,2016.0,4
Zain Raj,0.0,0.0,1,1,2016.0,4
Dr. Prasad Kaipa,0.0,0.0,1,1,2016.0,4
Abaran Deep,0.0,0.0,1,1,2016.0,4
Aseem Sood,0.0,0.0,1,1,2016.0,4
Mustafa Patni,0.0,0.0,1,1,2016.0,4
Nikhil Golcha,3.84,3.84,1,1,2016.0,4
Shubham Gupta,3.84,3.84,1,1,2016.0,4
Roy Kwan,3.84,3.84,1,1,2016.0,4
Fork Media,25.73,25.73,1,1,2016.0,4
Mariwala family,105.5,105.5,1,1,2016.0,4
Pradeep Mirani,2.57,2.57,1,1,2016.0,4
Aqeel Ahmed,1.285,2.57,2,1,2016.0,4
Anand Ladsariya,2.355,4.71,2,2,2016.0,4
Raj Singh Bhandal,0.0,0.0,1,1,2016.0,4
Scadea Solutions Inc,0.0,0.0,1,1,2016.0,4
Palash Jain,1.72,1.72,1,1,2016.0,4
Ramana Thumu,0.86,0.86,1,1,2016.0,4
Sudhir Mallem,0.86,0.86,1,1,2016.0,4
Sumit Jain,0.858,4.29,5,5,2015.8,4
KellyGamma,0.0,0.0,1,1,2016.0,4
Lead Angels & Others,0.0,0.0,2,2,2016.0,4
Lothal Angel Ventures,2.56,2.56,1,1,2016.0,4
Anglian Omega Network,1.5,3.0,2,2,2016.0,4
Idea Wave Labs,0.0,0.0,1,1,2016.0,4
Prashant Tandon,0.0,0.0,2,2,2015.5,4
Gaurav Agarwal,0.0,0.0,2,2,2016.0,4
Gaurav Bhogle,0.0,0.0,1,1,2016.0,4
Shrishti Sahu,0.0,0.0,1,1,2016.0,4
Shantanu Mathur,0.0,0.0,1,1,2016.0,4
Prabhat Aggarwal,0.0,0.0,1,1,2016.0,4
Procam International Pvt. Ltd,0.0,0.0,1,1,2016.0,4
Blue Cloud Ventures,437.43,437.43,1,1,2016.0,4
Hercules Capital,437.43,437.43,1,1,2016.0,4
Ajay Lakhotia,0.0,0.0,1,1,2016.0,4
Boost VC,12.87,12.87,1,1,2016.0,4
Bank to the Future and Funders Club,12.87,12.87,1,1,2016.0,4
Bhavin Turakhia,162.96,162.96,1,1,2016.0,4
Syska LED group,21.44,21.44,1,1,2016.0,4
The HR Fund,9.865,19.73,2,2,2015.5,4
Quintillion Media,7.346666666666667,22.04,3,2,2015.3333333333333,4
Darius Pandole,8.58,8.58,1,1,2016.0,4
Kunal Khattar,8.58,8.58,1,1,2016.0,4
Dheerag Jain,8.58,8.58,1,1,2016.0,4
Paul Roy,7.63,7.63,1,1,2016.0,4
Sharad Sharma & 14 others,4.29,4.29,1,1,2016.0,4
Noshir Kaka,5.15,5.15,1,1,2016.0,4
Subramanian Ramadorai,5.15,5.15,1,1,2016.0,4
Kiran Deshpande,5.15,5.15,1,1,2016.0,4
Pankaj Gupta,11.15,22.3,2,2,2015.5,4
Ravi Nigam & Others,5.15,5.15,1,1,2016.0,4
Soumitra Sharma,0.0,0.0,1,1,2016.0,4
Mukul Singhal,7.295,14.59,2,2,2015.5,4
HT Media Ltd,18.87,37.74,2,2,2016.0,4
Manoj Varghese,0.0,0.0,2,1,2015.5,4
Ananth Narayanan,2.14,2.14,1,1,2016.0,4
Divyesh Shah,2.14,2.14,1,1,2016.0,4
Sachin Khandelwal and others,3.22,3.22,1,1,2016.0,4
Maninder Gulati,0.0,0.0,2,2,2016.0,4
Aspire Systems,0.0,0.0,1,1,2016.0,4
Exfinity Venture Partners & Others,0.0,0.0,1,1,2016.0,4
Vijay Kedia,0.0,0.0,1,1,2016.0,4
Kamal Chabra,0.86,0.86,1,1,2016.0,4
Dr. Goutam Challagalla,0.0,0.0,1,1,2016.0,4
Jaspreet Bindra,1.72,1.72,1,1,2016.0,4
Rohit Chokhani,0.0,0.0,1,1,2016.0,4
Ashish Tulsian,8.58,8.58,1,1,2016.0,4
Vineet Taneja,0.0,0.0,1,1,2016.0,4
Kamal Puri,0.0,0.0,1,1,2016.0,4
Mohit Lalvani,4.29,4.29,1,1,2016.0,4
CureFit,25.73,25.73,1,1,2016.0,4
Arpan Nagdeve,0.0,0.0,1,1,2016.0,4
Ford Smart Mobility Llc,205.85,205.85,1,1,2016.0,4
Instalabs,4.29,4.29,1,1,2016.0,4
Dr. Abhishek Pandey,25.73,25.73,1,1,2016.0,4
Jaysukh Sapra,25.73,25.73,1,1,2016.0,4
Hitouch AG,0.0,0.0,1,1,2016.0,4
Ashutosh Lawania,0.89,0.89,1,1,2016.0,4
Rajul Jain,0.89,0.89,1,1,2016.0,4
MediaTek Inc.,514.62,514.62,1,1,2016.0,4
Ambit Pragma,0.0,0.0,1,1,2016.0,4
Aramex Ventures Llc,17.15,17.15,1,1,2016.0,4
Aspada,122.95714285714288,860.7,7,7,2016.2857142857144,4
Gaurav Singhvi,2.14,2.14,1,1,2016.0,4
Kirthiga Reddy,2.55,2.55,1,1,2016.0,4
Renuka Ramanath,2.55,2.55,1,1,2016.0,4
Cherry Tin,2.55,2.55,1,1,2016.0,4
Rothenberg Ventures,0.0,0.0,1,1,2016.0,4
Alex Chua,0.0,0.0,1,1,2016.0,4
Blume Ventures & IvyCap Ventures,51.46,51.46,1,1,2016.0,4
Brian Acton,30.02,30.02,1,1,2016.0,4
Stanford Angels & Entrepreneurs,0.0,0.0,1,1,2016.0,4
Rishi Parti,2.145,4.29,2,2,2015.5,4
Ajay Piramal,0.0,0.0,1,1,2016.0,4
Jaspal Bindra,0.0,0.0,1,1,2016.0,4
Parth Jindal,0.0,0.0,1,1,2016.0,4
Plug and Play Tech Center,9.18,9.18,1,1,2016.0,4
Varun Khanna,0.0,0.0,1,1,2016.0,4
Faraz Khan,0.0,0.0,1,1,2016.0,4
GEMS group,2.14,2.14,1,1,2016.0,4
Abhijit Avasthi,0.0,0.0,1,1,2016.0,4
Intelli Reboot Digital Pvt. Ltd,0.0,0.0,1,1,2016.0,4
Satish Jamdar,0.0,0.0,1,1,2016.0,4
Sarath Sura,6.84,13.68,2,2,2016.0,4
Shanti Mohan,5.1,5.1,1,1,2016.0,4
Suramya Gupta,5.1,5.1,1,1,2016.0,4
Nihon Kotsu Co,8.58,8.58,1,1,2016.0,4
MapmyIndia,0.0,0.0,1,1,2016.0,4
Sreenivasa Reddy Musani,3.84,3.84,1,1,2016.0,4
Yeahmobi,17.15,17.15,1,1,2016.0,4
Fenqile,17.15,17.15,1,1,2016.0,4
Salesforce Ventures,197.27,197.27,1,1,2016.0,4
Amit Rathore,0.0,0.0,1,1,2016.0,4
Axiata Digital,137.23,137.23,1,1,2016.0,4
BlackJag Partners,1.72,1.72,1,1,2016.0,4
Cameron Jones,0.0,0.0,1,1,2016.0,4
Ritesh Dwivedy,8.575,17.15,2,2,2015.5,4
Priti Padhy,0.0,0.0,1,1,2016.0,4
Vivek Joshi,0.0,0.0,2,2,2015.5,4
TVS Automobile Solutions Ltd,0.0,0.0,3,3,2016.0,4
MCube8,0.0,0.0,1,1,2016.0,4
You & Mr Jones,51.46,51.46,1,1,2016.0,4
Diaz Nesamoney,51.46,51.46,1,1,2016.0,4
Blume Ventures & Vaibhav Domkundwar,8.58,8.58,1,1,2016.0,4
IvyCap Ventures and Unicorn India Ventures,0.0,0.0,1,1,2016.0,4
Atul Ingle,0.0,0.0,1,1,2016.0,4
Guy Oseary,0.0,0.0,1,1,2016.0,4
Nimmagadda Prasad,0.0,0.0,1,1,2016.0,4
Ravi Adusumalli,102.92,102.92,1,1,2016.0,4
BetOnIndia Technology Pvt Ltd,0.0,0.0,1,1,2016.0,4
Sanjay Verma,0.0,0.0,1,1,2016.0,4
IndiaMart,0.0,0.0,1,1,2016.0,4
Rahul Kirloskar,1.29,1.29,1,1,2016.0,4
Fusion Tech Ventures,1.29,1.29,1,1,2016.0,4
Adi Saravanan,1.29,1.29,1,1,2016.0,4
Mahendra Doshi,1.29,1.29,1,1,2016.0,4
Pankaj Tripathi,0.43,0.43,1,1,2016.0,4
Phanindra Sama,9.236999999999998,92.37,10,9,2015.5,1
Subba Rao Telidevara,10.29,10.29,1,1,2016.0,4
vCommission,0.8266666666666667,2.48,3,2,2016.0,4
Harsh Vardhan Hada,0.43,0.43,1,1,2016.0,4
Piyush Jain,0.0,0.0,1,1,2016.0,4
Niloufer Dundh,0.0,0.0,1,1,2016.0,4
Fauzan Rahim,0.0,0.0,1,1,2016.0,4
Balamurugan Mani,0.0,0.0,1,1,2016.0,4
Hrishi Oberoi,1.72,1.72,1,1,2016.0,4
Pranav Dedhia,1.72,1.72,1,1,2016.0,4
India Alternatives,102.92,102.92,1,1,2016.0,4
Grex.in,1.72,3.44,2,2,2016.0,4
Rajul Garg & Others,0.0,0.0,1,1,2016.0,4
Roopak Saluja,3.86,3.86,1,1,2016.0,4
Vishal Khare,3.1733333333333333,9.52,3,3,2015.3333333333333,4
Sandeep Gupta,2.14,2.14,1,1,2016.0,4
Khazanah Nasional Berhad,614.6866666666666,1844.06,3,3,2015.3333333333333,4
GROUPE SOS,1.29,1.29,1,1,2016.0,4
Siddharth Banerjee,0.0,0.0,1,1,2016.0,4
Anshul Jindal,0.0,0.0,1,1,2016.0,4
Anurag Chauhan,0.0,0.0,1,1,2016.0,4
Kaizen Management Advisors,85.77,85.77,1,1,2016.0,4
DeVry Inc,85.77,85.77,1,1,2016.0,4
Ravi Machani,0.0,0.0,1,1,2016.0,4
Chatsworth Management,4.29,4.29,1,1,2016.0,4
Pradeep Reddy Kamasan,0.0,0.0,1,1,2016.0,4
NSI Infinium Global Pvt. Ltd,76.34,76.34,1,1,2016.0,4
Maiden Lane Ventures,23.16,23.16,1,1,2016.0,4
CSC Upshot & Angel investors,23.16,23.16,1,1,2016.0,4
and Ajai Chowdhry,0.0,0.0,1,1,2016.0,4
N.S. Raghavan Centre for Entrepreneurial Learning,0.0,0.0,1,1,2016.0,4
DTDC Express Ltd,8.58,8.58,1,1,2016.0,4
Ninestarter,4.29,4.29,1,1,2016.0,4
Nilender Chauhan,0.34,0.34,1,1,2016.0,4
Rattan Chadha,1.72,1.72,1,1,2016.0,4
Wingify,0.0,0.0,1,1,2016.0,4
DSG Consumer Partners and Venture Nursery,857.7,857.7,1,1,2016.0,4
Daud Ali,0.0,0.0,2,2,2016.0,4
Narendra Karnavat,0.0,0.0,1,1,2016.0,4
Vikas Kapoor,0.0,0.0,1,1,2016.0,4
Yatin Kumar Jain,8.58,8.58,1,1,2016.0,4
Dr. Sridhar Ramaswamy,2.14,2.14,1,1,2016.0,4
Ram Shriram,0.0,0.0,1,1,2016.0,4
Puru Vashishtha,0.0,0.0,1,1,2016.0,4
Mount Nathan Advisors,10.006666666666666,30.02,3,2,2015.3333333333333,4
Mahavir Pratap Sharma,0.43,1.29,3,3,2015.6666666666667,4
Ajay Data,0.0,0.0,3,2,2016.0,4
Sanjay Phophaliya,0.0,0.0,1,1,2016.0,4
Kamal Kothari,0.0,0.0,2,2,2016.0,4
Naturals Salon Chain,128.66,128.66,1,1,2016.0,4
Vivek Nathani,0.0,0.0,1,1,2016.0,4
H C Jain,0.0,0.0,1,1,2016.0,4
Mitin Patel,0.0,0.0,1,1,2016.0,4
Adil Allana,0.0,0.0,1,1,2016.0,4
Gautam Ivatury,0.0,0.0,1,1,2016.0,4
Signal Point Partners,0.0,0.0,1,1,2016.0,4
Telephone Corporation,0.0,0.0,1,1,2016.0,4
GrowthStory,2.36,4.72,2,2,2015.5,4
Nirupa Shankar,4.72,4.72,1,1,2016.0,4
IDFC SPICE Fund,128.66,128.66,1,1,2016.0,4
Micromax Informatics,25.732,128.66,5,5,2015.2,4
Max Levchin,11.15,11.15,1,1,2016.0,4
Scott Banister,11.15,11.15,1,1,2016.0,4
Blume Ventures & Other unnamed Investors,5.15,5.15,1,1,2016.0,4
Venky Harinarayan,5.145,10.29,2,2,2015.5,4
Fundnel,4.29,4.29,1,1,2016.0,4
S Chand & Co,0.0,0.0,1,1,2016.0,4
Lip-Bu Tan,0.0,0.0,1,1,2016.0,4
Nicolas Braithwaite,0.0,0.0,1,1,2016.0,4
Narayan Ramachandran,5.145,10.29,2,2,2015.5,4
Dino Morea,0.0,0.0,2,2,2016.0,4
Taranjit Jaswal,8.58,8.58,1,1,2016.0,4
Matt Glickman,0.0,0.0,1,1,2016.0,4
Anoop Hingorani,0.0,0.0,1,1,2016.0,4
Daman Soni,0.86,0.86,1,1,2016.0,4
Mohit Gulati,0.0,0.0,1,1,2016.0,4
Ruchirans Jaipuria,4.29,4.29,1,1,2016.0,4
Anuj Sanghi,4.29,4.29,1,1,2016.0,4
Zop Smart,25.73,25.73,1,1,2016.0,4
Sol Primero,3.1166666666666667,9.35,3,3,2015.3333333333333,4
Sudhir Anandarao,4.29,4.29,1,1,2016.0,4
Ankur Warikoo,4.29,4.29,1,1,2016.0,4
Ankur Singla,4.29,4.29,1,1,2016.0,4
Naveen Tewari,7.29,14.58,2,2,2015.5,4
Nirvana Digital India Fund,60.040000000000006,120.08,2,1,2016.0,4
PurpleTalk Inc,8.58,8.58,1,1,2016.0,4
Raj Gala Shah,0.0,0.0,1,1,2016.0,4
Zaheer Memon,0.0,0.0,1,1,2016.0,4
Janak Parikh,0.0,0.0,1,1,2016.0,4
Hari Krishna,1.92,1.92,1,1,2016.0,4
Ajay Modani,1.92,1.92,1,1,2016.0,4
Dr V Ravinder,1.92,1.92,1,1,2016.0,4
Anirudh Rastogi,1.92,1.92,1,1,2016.0,4
Rakesh Gakhar,1.92,1.92,1,1,2016.0,4
Nagendra Prasad Bhanuprakash,1.92,1.92,1,1,2016.0,4
Alex Kuruvilla,2.14,2.14,1,1,2016.0,4
Saket Dhankar,2.14,2.14,1,1,2016.0,4
Gagan Dugal,2.14,2.14,1,1,2016.0,4
Anita Hassanandani,0.93,0.93,1,1,2016.0,4
CASHurDRIVE Marketing Pvt Ltd,17.15,17.15,1,1,2016.0,4
Rishi Mandawat,0.0,0.0,1,1,2016.0,4
Dexter Angel Circle,0.0,0.0,1,1,2016.0,4
Devidas Desai,0.86,0.86,1,1,2016.0,4
Vipul Gautam,0.86,0.86,1,1,2016.0,4
Littlerock,0.0,0.0,1,1,2016.0,4
Anshoo Gaur,2.83,2.83,1,1,2016.0,4
Rama Krishna Reddy,2.83,2.83,1,1,2016.0,4
Broadbean Capital services,4.29,4.29,1,1,2016.0,4
Sanjiv Mittal,1.29,1.29,1,1,2016.0,4
Shobhit Shukla,1.29,1.29,1,1,2016.0,4
Robin Utthappa,0.0,0.0,1,1,2016.0,4
Kishore Kumar,2.57,2.57,1,1,2016.0,4
Shuchin Bajaj,2.57,2.57,1,1,2016.0,4
Jay Vijayan,4.29,4.29,1,1,2016.0,4
Puneet Agarwal,3.43,3.43,1,1,2016.0,4
Ajay Sarupria,0.0,0.0,1,1,2016.0,4
Green House Ventures (GHV),0.86,3.44,4,4,2016.0,4
Nyca Partners and Thomvest Ventures,115.79,115.79,1,1,2016.0,4
Vandana Luthra,0.0,0.0,1,1,2016.0,4
Zia Mody,8.58,8.58,1,1,2016.0,4
Vinod Bansal,0.0,0.0,1,1,2016.0,4
Mahesh Parasuraman,0.0,0.0,1,1,2016.0,4
Rajesh Sawhney,0.715,4.29,6,6,2015.1666666666667,4
Edelweiss Financial Services,0.0,0.0,1,1,2016.0,4
Manipal Global Education Services,12.865,25.73,2,2,2015.5,4
Anil Gelra,0.0,0.0,1,1,2016.0,4
Jaikumar Nair,0.0,0.0,1,1,2016.0,4
Jaideep Mehta,0.0,0.0,1,1,2016.0,4
Sachin Dalal,0.0,0.0,1,1,2016.0,4
Alok Rawat,8.58,8.58,1,1,2016.0,4
Saumya Tandon,0.0,0.0,1,1,2016.0,4
Joby Babu,2.57,2.57,1,1,2016.0,4
Abhishek Acharya,2.57,2.57,1,1,2016.0,4
Powai Lake Ventures,4.11,20.55,5,5,2015.2,4
Virendra Shekhawat,0.0,0.0,1,1,2016.0,4
Deepak Chokhani,0.0,0.0,1,1,2016.0,4
Yogesh Patel & Others,0.0,0.0,1,1,2016.0,4
Dinesh R. Challa,34.31,34.31,1,1,2016.0,4
Rajnish Sinha,0.0,0.0,1,1,2016.0,4
Prijit Debnath,0.0,0.0,1,1,2016.0,4
KWAN Entertainment & Marketing Solutions,3.0,3.0,1,1,2016.0,4
Dr Nandish Domlur,0.0,0.0,1,1,2016.0,4
Farooq Oomerbhoy & Other angel investors,2.57,2.57,1,1,2016.0,4
Qualcomm (Through QPrize Contest),3.0,3.0,1,1,2016.0,4
Abhijit Bhandari,0.0,0.0,1,1,2016.0,4
Rocket Internet AG,94.35,94.35,1,1,2016.0,4
Holtzbrink Ventures,94.35,94.35,1,1,2016.0,4
Deutsche Telekom Strategic Investments (DTSI),94.35,94.35,1,1,2016.0,4
The Phoenix Fund and others,0.0,0.0,1,1,2016.0,4
Yajnanarayana Kammaje,1.37,1.37,1,1,2016.0,4
Tracxn Syndicate,0.0,0.0,2,2,2015.5,4
Mamoru Taniya,85.77,85.77,1,1,2016.0,4
Suresh Venkat,3.43,3.43,1,1,2016.0,4
Calcutta Angels,1.5716666666666663,9.43,6,6,2015.8333333333333,4
Ashish Hemrajani,24.875,49.75,2,2,2015.5,4
Parikshit Dar,49.75,49.75,1,1,2016.0,4
Rajesh Balpande,49.75,49.75,1,1,2016.0,4
Manvinder Singh Banga,0.0,0.0,1,1,2016.0,4
MeritTrac,0.0,0.0,1,1,2016.0,4
Deepinder Goyal,51.46,51.46,1,1,2016.0,4
Samir Bangara,0.43,0.86,2,2,2016.0,4
Lalit Mangal,0.2866666666666667,0.86,3,3,2016.0,4
Saurab Paruthi,0.86,0.86,1,1,2016.0,4
Ankush Saigal,0.0,0.0,1,1,2016.0,4
Praveen Saini,0.0,0.0,1,1,2016.0,4
Lalitesh Katragadda,6.43,6.43,1,1,2016.0,4
Ganayantrika Systems,6.43,6.43,1,1,2016.0,4
Bhanu Vikram Parsotam,1.29,1.29,1,1,2016.0,4
Myntra/LivSpace Founders,0.0,0.0,1,1,2016.0,4
Ctrip.com International Ltd,1543.86,1543.86,1,1,2016.0,4
Arun Chandra Mohan,8.575,17.15,2,2,2015.5,4
Nahata Family,46.32,46.32,1,1,2016.0,4
Waheed Alli,46.32,46.32,1,1,2016.0,4
Mato Peric,0.0,0.0,3,3,2015.3333333333333,4
GIC,172.5666666666667,1553.1,9,9,2016.555555555556,1
Matt Mullenweg,0.0,0.0,1,1,2016.0,4
Adam DAngelo,0.0,0.0,1,1,2016.0,4
Vallabh Bhanshali,19.73,19.73,1,1,2016.0,4
N Squared Management LLC,19.73,19.73,1,1,2016.0,4
Equity Crest,2.14,2.14,1,1,2016.0,4
Vinners,2.14,2.14,1,1,2016.0,4
Sparknext,2.14,2.14,1,1,2016.0,4
Munish Jauhar,0.0,0.0,1,1,2016.0,4
Rohit Narang,0.0,0.0,1,1,2016.0,4
Amod Malviya,0.0,0.0,1,1,2016.0,4
Umang Kumar & Others,0.0,0.0,1,1,2016.0,4
Dhiraj Rajaram,0.0,0.0,1,1,2016.0,4
Ambiga Dhiraj,0.0,0.0,1,1,2016.0,4
Abhinav Mathur,0.0,0.0,1,1,2016.0,4
Sanjay Mehta,3.3666666666666667,20.2,6,6,2015.6666666666667,4
Huzaifa Khorakiwala,0.0,0.0,1,1,2016.0,4
Unilazer Fund,12.01,12.01,1,1,2016.0,4
Sad Business School Seed Fund.,0.34,0.34,1,1,2016.0,4
Farooq Adam,1.585,3.17,2,2,2016.0,4
Rob Chandra,4.29,4.29,1,1,2016.0,4
Taurus Value Creation,61.75,61.75,1,1,2016.0,4
Pranay Adhvaryu,0.0,0.0,1,1,2016.0,4
Ravi Sampat,0.0,0.0,1,1,2016.0,4
CRV,257.31,257.31,1,1,2016.0,4
Neeraj Goenka,3.17,3.17,1,1,2016.0,4
Foxconn Technology Group & Others,0.0,0.0,1,1,2016.0,4
Sanjay Bakshi,0.0,0.0,1,1,2016.0,4
TermSheet,1.59,1.59,1,1,2016.0,4
Vineet Nalla,0.0,0.0,1,1,2016.0,4
Frontline Strategy,24.015,48.03,2,2,2015.0,4
Venkat Vardhan,12.87,12.87,1,1,2015.0,4
Ralph Berezan,12.87,12.87,1,1,2015.0,4
Vissal Mathew,12.87,12.87,1,1,2015.0,4
The Saha Fund,0.0,0.0,1,1,2015.0,4
CIO Angel Network (CAN),0.0,0.0,1,1,2015.0,4
Beerud Sheth and Ravi Mantha,0.0,0.0,1,1,2015.0,4
CerraCap,171.54,171.54,1,1,2015.0,4
Vidyadhar Sarfare,0.0,0.0,1,1,2015.0,4
Shopclues,0.0,0.0,1,1,2015.0,4
Steven Lurie,17.15,17.15,1,1,2015.0,4
Yuri Milner,471.7333333333333,1415.1999999999998,3,3,2016.0,4
CLSA Capital Partners ARIA IV Funds,85.77,85.77,1,1,2015.0,4
Mr. Sudhir & Ms. Shalini Sethi,0.0,0.0,1,1,2015.0,4
Mr. Praveen Someshwar,0.0,0.0,1,1,2015.0,4
Mitesh Majithia,21.44,21.44,1,1,2015.0,4
Uniqorn Ventures and other,600.39,600.39,1,1,2015.0,4
Zoya Akhtar,8.58,8.58,1,1,2015.0,4
Reema Kagati,8.58,8.58,1,1,2015.0,4
Hrishikesh Parandekar,8.58,8.58,1,1,2015.0,4
Allen Blue,14.58,14.58,1,1,2015.0,4
John Katzman,14.58,14.58,1,1,2015.0,4
Kartik Hosanagar,14.58,14.58,1,1,2015.0,4
Blue Fog Capital,14.58,14.58,1,1,2015.0,4
Turning Ideas,0.215,0.43,2,2,2015.0,4
Prahlad Rao,1.72,1.72,1,1,2015.0,4
Sundara Rajan,1.72,1.72,1,1,2015.0,4
Kalpana Tatavarti,0.0,0.0,1,1,2015.0,4
Shivanandan Pare,0.0,0.0,1,1,2015.0,4
Palred Technologies Ltd,25.73,25.73,1,1,2015.0,4
HT Digital Media Holdings Ltd,0.0,0.0,1,1,2015.0,4
Unitus Impact Livelihoods Fund,42.88,42.88,1,1,2015.0,4
Collaborative Licensing Ventures LLP,2.6,2.6,1,1,2015.0,4
Ruchir Arora & others,0.0,0.0,1,1,2015.0,4
Sharad Hegde,8.58,8.58,1,1,2015.0,4
Shrikant Patil,8.58,8.58,1,1,2015.0,4
Sahil Barua,3.4333333333333336,10.3,3,3,2015.0,4
Times Group Brand Capital,0.0,0.0,1,1,2015.0,4
Shinji Kimura,42.88,42.88,1,1,2015.0,4
Sundar Chanrai,42.88,42.88,1,1,2015.0,4
JAFCO Asia,42.88,42.88,1,1,2015.0,4
Anubhav Verma,1.29,1.29,1,1,2015.0,4
Riqueza Capital,3.3,3.3,1,1,2015.0,4
E.ON,142.38,142.38,1,1,2015.0,4
Neeraj Jawalkar,3.43,3.43,1,1,2015.0,4
Sanjay Anandaram,3.43,3.43,1,1,2015.0,4
Ness Wadia,4.2,4.2,1,1,2015.0,4
Saina Nehwal,0.0,0.0,1,1,2015.0,4
Chandralekha Construction Pvt. Ltd.,128.66,128.66,1,1,2015.0,4
Mike Galgon,4.29,4.29,1,1,2015.0,4
Ravi Gururaj,4.29,8.58,2,2,2015.0,4
Jozef Bardik,1.29,1.29,1,1,2015.0,4
Leo Wang Sangeeth Ram,1.29,1.29,1,1,2015.0,4
Logtally,0.0,0.0,1,1,2015.0,4
Gordon and Betty Moore Foundation,5.15,5.15,1,1,2015.0,4
Jitu Virwani,64.33,64.33,1,1,2015.0,4
Rimpal Chawla,1.72,1.72,1,1,2015.0,4
Enablers platform,2.57,2.57,1,1,2015.0,4
Baillie Gifford,4288.5,4288.5,1,1,2015.0,3
Didi Kuaidi,2272.905,4545.81,2,2,2015.0,4
Rishi Khiani,0.0,0.0,1,1,2015.0,4
Palaash Ventures,0.0,0.0,1,1,2015.0,4
Raghu Vohra,0.0,0.0,1,1,2015.0,4
Aditya Dev Sood,0.0,0.0,1,1,2015.0,4
Kamal Bansal,0.0,0.0,1,1,2015.0,4
Karnataka Semiconductor Venture Capital firm,4.29,4.29,1,1,2015.0,4
S.D. Shibulal,0.0,0.0,1,1,2015.0,4
Srinath Batni,0.0,0.0,1,1,2015.0,4
Ganapathy Venugopal.,0.0,0.0,1,1,2015.0,4
Vijay Ghadge,2.62,2.62,1,1,2015.0,4
Bijou Kurien,10.29,10.29,1,1,2015.0,4
Cheetah Mobile,114.93,114.93,1,1,2015.0,4
M & S partners,8.58,8.58,1,1,2015.0,4
Powerhouse Ventures (USA).,8.58,8.58,1,1,2015.0,4
Anil Chopra,0.0,0.0,1,1,2015.0,4
Unigrowth Inc,0.0,0.0,1,1,2015.0,4
FIH Mobile Ltd,0.0,0.0,1,1,2015.0,4
